Position	Rotation Angle SB1	Rotation Angle SB2
23.90		79.7292			89.1569
24.42		79.4091			85.2936
24.90		79.8864			79.8864
25.40		77.0186			73.7626
25.95		83.1919			77.8391
26.45		53.9298			81.3142
26.95		70.0019			70.8967
27.50		59.2816			83.7028
28.05		73.6548			85.0009
28.60		79.6839			91.7617
29.15		81.5996			91.2186







